,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,label
21216,47,1,68493,11,9,2,1,0,2,1,0,0,40,39,1,2
21217,46,1,340718,1,7,6,1,1,4,0,0,0,40,39,0,3
21218,18,4,194059,2,8,4,1,3,4,1,0,0,40,39,0,1
21219,31,4,47296,15,10,2,1,5,4,0,0,1740,20,39,0,2
21220,28,7,286310,11,9,2,1,3,4,0,0,0,40,39,0,4
21221,38,4,207202,11,9,2,7,0,4,1,0,0,48,39,1,1
21222,33,5,132601,11,9,2,3,0,4,1,0,0,40,39,1,1
21223,17,0,139183,0,6,4,0,3,4,0,0,0,15,39,0,1
21224,41,4,160785,8,11,2,4,0,4,1,0,0,40,39,1,1
21225,46,4,117849,15,10,2,12,0,4,1,15024,0,40,39,1,2
21226,38,2,225605,15,10,2,10,0,4,1,0,0,44,39,0,4
21227,24,4,190290,9,13,4,12,1,4,1,0,0,60,39,0,1
21228,49,4,164799,11,9,2,7,0,4,1,0,0,40,39,1,1
21229,60,1,21876,15,10,0,10,1,0,0,0,0,40,39,0,2
21230,44,4,160785,9,13,2,12,0,4,1,0,0,60,39,1,1
21231,63,5,272425,8,11,2,4,0,4,1,0,0,40,39,1,4
21232,40,4,168538,11,9,2,12,0,4,1,0,0,60,39,1,1
21233,45,5,204205,15,10,2,4,0,4,1,0,0,50,39,1,1
21234,49,4,142287,15,10,2,1,0,4,1,0,1902,50,39,1,1
21235,36,4,169926,11,9,0,12,1,4,0,0,0,40,39,0,1
21236,65,2,205024,11,9,2,8,0,4,1,0,0,8,39,0,1
21237,41,4,374764,9,13,6,4,4,4,1,0,0,20,39,0,3
21238,25,4,108779,12,14,5,8,3,4,0,0,0,40,39,0,2
21239,20,0,293136,15,10,4,0,3,4,0,0,0,35,39,0,4
21240,60,4,227332,8,11,6,1,1,4,1,0,0,40,39,0,4
21241,17,2,246308,1,7,4,10,3,4,0,0,0,20,33,0,4
21242,28,4,51331,7,12,2,4,5,4,0,0,0,16,39,1,2
21243,31,4,153078,7,12,4,3,3,3,1,0,0,50,39,0,1
21244,47,4,169180,12,14,4,10,1,4,0,0,0,35,39,0,1
21245,45,6,193451,15,10,2,14,0,4,1,0,0,45,39,0,1
21246,51,4,305147,9,13,4,10,1,4,1,0,0,40,39,0,4
21247,23,4,138892,11,9,4,7,3,2,1,0,0,40,39,0,1
21248,44,6,402397,12,14,2,4,5,4,0,0,1902,60,39,1,3
21249,34,4,223267,11,9,4,4,2,4,1,0,0,50,39,0,4
21250,19,4,29250,15,10,4,10,3,4,1,0,0,10,39,0,2
21251,51,0,203953,11,9,2,0,0,4,1,0,0,40,39,1,1
21252,46,7,29696,11,9,2,14,0,4,1,0,0,40,39,0,2
21253,30,4,315640,10,16,2,10,0,1,1,0,1977,40,3,1,3
21254,37,4,632613,0,6,2,5,0,4,1,0,0,35,26,0,0
21255,56,4,282023,14,15,2,10,0,4,1,0,0,45,39,1,4
21256,29,4,77760,11,9,2,1,0,4,1,0,0,45,39,0,2
21257,46,6,148599,12,14,2,3,0,4,1,0,0,50,39,1,1
21258,55,4,414994,11,9,2,3,0,4,1,0,0,40,39,0,3
21259,45,4,339863,9,13,0,12,1,4,1,8614,0,48,39,1,3
21260,34,4,499249,11,9,3,6,1,4,1,0,0,40,13,0,0
21261,45,0,144354,6,5,5,0,3,2,1,0,0,40,39,0,1
21262,41,4,252058,9,13,4,1,1,4,1,0,0,40,39,0,4
21263,22,0,99543,15,10,4,0,3,4,1,0,0,20,39,0,2
21264,34,4,117963,14,15,2,10,0,4,1,0,0,50,39,1,2
21265,27,4,194652,11,9,4,3,3,2,1,0,0,40,39,0,1
21266,29,4,299705,15,10,4,6,4,2,1,0,0,37,39,0,4
21267,19,1,27433,2,8,4,8,3,4,0,0,0,30,39,0,2
21268,47,2,39986,9,13,2,10,0,4,1,0,0,40,39,0,2
21269,43,5,135342,15,10,2,4,0,4,1,0,0,50,39,1,1
21270,52,4,270142,8,11,5,4,4,2,0,0,0,60,39,0,4
21271,33,6,118267,7,12,0,12,1,4,1,0,0,60,39,0,2
21272,29,4,266043,6,5,2,14,0,4,1,0,0,40,39,0,4
21273,23,4,35633,11,9,2,6,0,4,1,0,0,40,39,0,2
21274,23,4,74568,15,10,4,4,1,4,1,0,0,40,39,0,2
21275,39,4,214816,9,13,2,4,0,4,1,0,0,60,39,0,4
21276,43,4,222971,4,3,4,7,4,4,0,0,0,40,26,0,4
21277,31,4,259425,11,9,2,3,0,4,1,0,0,40,39,1,4
21278,47,5,212120,11,9,2,3,0,4,1,0,0,40,39,1,1
21279,26,4,245880,11,9,4,1,1,4,1,0,0,60,39,0,4
21280,58,2,54947,15,10,4,10,1,4,0,0,0,55,39,0,2
21281,47,5,79627,14,15,0,10,1,4,1,27828,0,50,39,1,2
21282,55,4,151474,9,13,4,13,2,4,0,0,1590,38,39,0,1
21283,26,4,132661,11,9,2,4,5,4,0,5013,0,40,39,0,1
21284,28,4,161674,11,9,4,7,4,4,0,0,0,40,39,0,1
21285,36,4,62346,11,9,2,3,0,2,1,0,0,40,39,0,2
21286,40,4,227236,11,9,2,12,0,4,1,0,0,50,39,0,4
21287,19,4,283033,1,7,4,8,1,4,1,0,0,40,39,0,4
21288,63,6,298249,9,13,2,12,0,4,1,10605,0,40,39,1,4
21289,42,4,251229,9,13,2,14,0,4,1,0,0,40,39,0,4
21290,76,4,199949,6,5,2,11,0,4,1,0,0,13,39,0,1
21291,23,7,305498,8,11,4,13,1,4,0,0,0,40,39,0,4
21292,38,6,203836,4,3,4,14,1,4,1,0,0,40,39,0,1
21293,33,7,79440,12,14,4,10,1,1,1,0,0,30,24,0,2
21294,48,2,142719,12,14,2,10,0,4,1,0,0,40,39,1,1
21295,56,4,119859,15,10,0,14,1,4,1,0,0,40,39,1,2
21296,32,4,141410,11,9,2,7,0,2,1,0,0,40,39,0,1
21297,44,2,202872,15,10,0,10,4,4,0,0,0,25,39,0,1
21298,27,4,198813,11,9,0,1,3,2,0,0,0,40,39,0,1
21299,33,1,129707,15,10,4,4,1,4,1,0,0,50,39,0,1
21300,22,4,445758,4,3,4,6,1,4,1,0,0,40,26,0,3
21301,18,0,30246,15,10,4,0,3,4,0,0,0,20,39,0,2
21302,44,4,173981,11,9,2,3,0,4,1,0,0,40,39,0,1
21303,42,4,108506,11,9,2,14,0,0,1,0,0,60,39,0,2
21304,34,4,134886,15,10,4,1,1,4,0,0,0,40,39,0,1
21305,45,1,181970,11,9,2,1,0,4,1,0,1672,40,39,0,1
21306,57,5,282913,11,9,2,12,0,4,1,0,0,40,5,0,4
21307,59,2,196013,9,13,2,10,0,4,1,0,0,40,39,1,1
21308,33,1,348491,15,10,2,4,5,2,0,0,0,40,39,1,3
21309,52,4,416164,11,9,2,5,0,3,1,0,0,49,26,0,3
21310,17,4,121037,2,8,4,12,3,4,0,0,0,15,39,0,2
21311,29,4,103111,11,9,4,8,3,4,1,0,0,30,2,0,2
21312,63,6,147589,9,13,2,12,0,4,1,0,0,30,39,1,1
21313,20,4,24008,15,10,4,6,1,4,1,0,0,24,39,0,2
21314,42,5,123838,14,15,2,10,0,4,1,0,1977,50,39,1,2
21315,50,6,175456,11,9,2,5,0,4,1,0,0,50,39,0,1
21316,55,4,84774,11,9,2,9,5,4,0,0,0,30,39,0,2
21317,27,4,194590,7,12,2,1,5,2,0,0,0,25,39,0,1
21318,28,4,134566,9,13,2,4,0,4,1,0,0,45,39,0,1
21319,55,4,211678,8,11,2,7,0,4,1,0,0,45,39,0,1
21320,44,1,44822,15,10,2,3,0,4,1,0,0,40,39,0,2
21321,53,7,144586,15,10,4,11,1,4,0,0,0,40,39,0,1
21322,23,4,119156,11,9,2,3,0,4,1,0,0,40,39,0,2
21323,25,4,371987,11,9,0,1,1,4,0,0,0,40,39,0,3
21324,44,7,144125,9,13,0,10,1,4,0,0,0,40,39,0,1
21325,55,4,31905,12,14,2,4,0,4,1,0,1977,40,39,1,2
21326,48,6,121124,15,10,2,10,0,4,1,0,0,35,39,1,2
21327,46,4,58126,11,9,2,3,0,4,1,0,0,40,39,0,2
21328,26,4,318518,15,10,4,14,1,4,1,0,0,40,39,0,3
21329,30,4,296509,5,4,5,5,1,4,1,0,0,45,26,0,4
21330,32,4,473133,12,14,2,10,0,4,1,0,0,40,39,1,3
21331,52,4,155434,11,9,2,4,0,4,1,0,0,48,39,0,1
21332,52,4,99185,11,9,2,12,0,4,1,7298,0,50,39,1,2
21333,39,4,56648,11,9,5,12,1,4,0,0,0,47,39,0,2
21334,57,2,118481,9,13,2,10,0,4,1,0,1902,40,39,1,2
21335,21,4,321666,11,9,4,3,3,4,1,594,0,40,39,0,3
21336,22,7,119838,15,10,4,8,3,4,1,0,0,10,39,0,2
21337,26,4,330695,15,10,2,7,0,4,1,0,0,40,39,0,3
21338,26,7,58039,15,10,2,8,0,4,1,0,0,40,39,0,2
21339,44,4,313022,8,11,2,4,0,2,1,0,0,40,39,1,3
21340,42,4,178134,15,10,0,1,1,4,0,0,0,30,39,0,1
21341,40,4,165309,15,10,2,14,0,4,1,0,0,43,39,0,1
21342,22,4,216181,1,7,4,3,3,4,1,0,0,45,39,0,4
21343,62,4,178745,11,9,2,3,0,4,1,0,0,45,39,1,1
21344,44,4,111067,15,10,2,3,0,4,1,0,0,40,39,0,2
21345,18,0,163788,15,10,4,0,3,4,0,0,0,40,39,0,1
21346,33,6,295591,3,2,3,3,1,4,1,0,0,40,26,0,4
21347,45,4,123075,11,9,2,4,0,4,1,0,0,50,39,0,2
21348,18,4,78045,1,7,2,6,3,4,1,0,0,40,39,0,2
21349,32,2,255004,15,10,4,3,1,4,1,0,0,40,39,0,4
21350,33,4,254221,10,16,4,10,1,4,0,0,0,60,39,1,4
21351,20,4,174714,15,10,4,10,3,4,1,0,0,15,39,0,1
21352,68,6,450580,11,9,2,5,0,4,1,0,0,20,39,0,3
21353,61,4,128230,5,4,2,12,0,4,1,0,0,50,39,1,1
21354,48,4,192894,10,16,2,10,0,4,1,0,0,40,39,1,1
21355,45,4,325390,11,9,2,12,0,4,1,0,0,40,39,0,3
21356,36,6,20333,11,9,2,12,5,4,0,7688,0,40,39,1,2
21357,32,1,128714,11,9,4,8,3,2,0,0,0,32,39,0,1
21358,35,4,170797,9,13,0,8,1,4,0,0,0,40,39,0,1
21359,39,4,269186,11,9,2,3,0,4,1,0,0,40,39,0,4
21360,53,4,127671,5,4,2,7,0,4,1,0,0,40,39,0,1
21361,30,4,211840,15,10,5,12,4,2,0,0,0,16,39,0,1
21362,37,4,163392,11,9,4,14,2,1,1,0,0,40,0,0,1
21363,40,4,201495,9,13,0,11,1,4,1,0,0,45,39,0,1
21364,25,4,251854,15,10,4,1,1,2,0,0,0,40,23,0,4
21365,41,4,279297,11,9,4,12,1,2,0,0,0,60,39,0,4
21366,52,6,195462,11,9,2,5,0,4,1,0,0,98,39,1,1
21367,33,4,170769,11,9,2,3,0,4,1,0,0,40,39,0,1
21368,28,4,142443,11,9,4,3,3,4,1,0,0,40,39,0,1
21369,25,6,182809,11,9,2,3,0,4,1,7298,0,40,39,1,1
21370,53,4,121441,15,10,2,12,0,4,1,0,0,55,39,0,2
21371,44,4,275094,3,2,4,8,3,4,1,0,0,10,39,0,4
21372,35,4,170263,11,9,0,4,4,4,0,0,0,40,39,0,1
21373,38,4,172571,15,10,0,3,3,4,1,0,0,58,31,0,1
21374,34,4,178615,11,9,2,7,0,4,1,0,0,40,39,0,1
21375,33,4,279524,11,9,0,7,1,4,0,0,0,40,39,0,4
21376,24,7,165201,15,10,2,1,5,4,0,0,0,45,39,0,1
21377,65,2,323006,11,9,6,8,4,2,0,0,0,25,39,0,3
21378,29,4,235168,7,12,2,12,0,4,1,0,0,60,39,0,4
21379,39,5,114844,14,15,2,10,0,4,1,99999,0,65,39,1,2
21380,46,2,216414,15,10,2,11,0,4,1,0,0,40,39,1,4
21381,37,4,34378,5,4,2,5,0,4,1,2580,0,60,39,0,2
21382,47,7,80914,12,14,2,4,0,4,1,0,0,47,39,1,2
21383,62,4,73292,15,10,2,8,0,4,1,0,0,40,39,0,2
21384,54,6,212165,11,9,2,12,0,4,1,0,0,60,39,0,1
21385,90,4,52386,15,10,4,8,1,1,1,0,0,35,39,0,2
21386,33,4,205649,7,12,3,3,1,4,1,0,0,20,39,0,1
21387,57,4,109638,15,10,2,4,0,4,1,0,1672,45,39,0,2
21388,25,4,200408,7,12,4,3,3,4,1,0,0,40,39,0,1
21389,44,5,187720,15,10,2,12,0,4,1,0,0,50,39,1,1
21390,52,4,236180,9,13,3,8,1,4,1,0,0,50,39,0,4
21391,21,4,118693,15,10,4,7,3,4,1,0,0,40,39,0,2
21392,31,4,363130,11,9,4,8,4,2,1,0,0,18,39,0,3
21393,39,4,225544,12,14,2,14,0,4,1,0,0,40,31,0,4
21394,59,1,243612,11,9,6,7,4,4,0,0,0,40,39,0,4
21395,29,6,160786,11,9,2,4,0,4,1,0,0,55,39,0,1
21396,49,4,234320,5,4,4,10,2,2,1,0,0,45,39,0,4
21397,34,4,314646,6,5,2,3,0,4,1,0,0,40,39,0,3
21398,22,4,124971,9,13,4,12,1,4,1,0,0,40,39,0,2
21399,32,4,209184,9,13,2,12,0,3,1,0,0,40,33,0,1
21400,39,7,121838,11,9,0,8,4,2,0,0,0,40,39,0,2
21401,46,4,265275,12,14,2,10,0,4,1,0,0,60,39,0,4
21402,50,4,71417,11,9,2,3,0,4,1,3103,0,40,39,1,2
21403,34,4,45522,11,9,4,8,1,4,1,0,0,40,39,0,2
21404,28,2,250135,12,14,2,10,5,4,0,0,1902,55,39,0,4
21405,18,4,120283,2,8,4,12,3,4,0,0,0,24,39,0,2
21406,20,4,216972,11,9,4,12,1,4,1,0,0,30,39,0,4
21407,20,4,116791,11,9,4,7,2,4,0,0,0,40,39,0,2
21408,55,7,26290,8,11,6,4,1,0,0,0,0,38,39,0,2
21409,22,4,216134,15,10,4,12,3,2,0,0,0,40,39,0,4
21410,60,6,143932,12,14,2,4,0,4,1,0,0,40,39,0,1
21411,40,4,217120,0,6,0,3,1,4,1,0,0,50,39,0,4
21412,47,7,223944,15,10,2,1,5,4,0,0,0,30,39,0,4
21413,23,4,185452,9,13,4,4,1,4,0,0,0,35,2,0,1
21414,57,2,44273,11,9,6,14,1,4,0,0,0,40,39,0,2
21415,52,4,178983,1,7,2,8,0,4,1,0,0,40,39,0,1
21416,42,4,219288,5,4,6,3,4,4,1,0,0,40,39,0,4
21417,25,4,349190,7,12,4,6,3,4,1,0,0,20,39,0,3
21418,49,5,158685,11,9,2,1,5,4,0,0,2377,40,39,1,1
21419,41,1,57924,15,10,4,11,3,4,1,0,0,40,39,0,2
21420,40,7,270324,8,11,2,8,0,2,1,0,0,30,39,0,4
21421,38,4,33001,9,13,2,4,0,4,1,0,0,55,39,1,2
21422,58,4,204021,11,9,4,14,3,4,1,0,0,40,2,0,1
21423,26,4,192506,9,13,4,8,1,2,0,0,0,35,39,0,1
21424,57,4,372967,0,6,0,1,2,4,0,0,0,70,11,0,3
21425,28,4,273929,11,9,2,12,0,4,1,0,1628,60,39,0,4
21426,42,4,195821,11,9,5,12,4,4,0,0,0,40,39,0,1
21427,28,4,56179,15,10,4,4,1,4,1,2174,0,55,39,0,2
21428,17,0,127003,6,5,4,0,3,2,1,0,0,40,39,0,2
21429,39,6,124090,6,5,2,3,0,4,1,0,0,40,39,0,2
21430,28,4,199600,11,9,2,7,0,2,1,0,0,40,39,0,1
21431,42,4,255847,11,9,2,7,0,4,1,4386,0,48,39,1,4
21432,51,6,218311,15,10,0,12,4,4,0,0,0,50,39,0,4
21433,27,4,167336,15,10,4,1,1,4,0,0,0,39,39,0,1
21434,41,4,59938,11,9,0,1,4,4,0,0,0,43,39,0,2
21435,28,4,263728,9,13,2,3,0,4,1,0,0,40,39,0,4
21436,54,6,278230,15,10,0,5,4,4,0,10520,0,30,39,1,4
21437,73,0,180603,11,9,6,0,1,4,0,0,0,8,39,0,1
21438,49,4,43910,11,9,2,1,5,4,0,0,0,30,39,0,2
21439,47,4,190139,12,14,2,4,0,4,1,0,0,40,39,1,1
21440,27,4,109001,15,10,2,3,0,4,1,0,0,49,39,0,2
21441,42,2,159931,9,13,2,10,5,4,0,0,0,45,39,1,1
21442,32,4,194987,11,9,2,1,5,2,0,0,0,40,39,0,1
21443,32,2,87310,11,9,2,8,0,4,1,0,0,41,39,0,2
21444,27,4,133937,12,14,4,12,3,4,1,0,0,40,39,0,1
21445,29,4,207064,11,9,2,3,0,4,1,0,0,40,39,1,1
21446,22,4,36011,8,11,4,10,1,4,1,0,0,30,39,0,2
21447,41,1,168294,11,9,2,1,0,4,1,5178,0,40,39,1,1
21448,49,2,194895,15,10,2,6,0,4,1,7298,0,40,39,1,1
21449,58,6,49884,11,9,2,5,0,4,1,0,0,50,39,0,2
21450,41,6,27305,11,9,2,5,0,4,1,7688,0,40,39,1,2
21451,26,4,229977,6,5,2,3,0,4,1,0,0,35,39,0,4
21452,21,4,64520,11,9,4,12,1,4,1,0,0,55,39,0,2
21453,32,0,134886,11,9,2,0,5,4,0,0,0,2,39,1,1
21454,37,4,305379,9,13,2,4,0,4,1,0,0,50,39,1,4
21455,23,4,202284,9,13,4,12,3,4,1,0,0,20,39,0,1
21456,42,6,99185,15,10,2,4,0,4,1,0,0,40,39,1,2
21457,25,4,159662,11,9,2,12,3,4,1,0,0,26,39,1,1
21458,67,4,197865,15,10,0,1,1,4,0,0,0,40,39,0,1
21459,41,2,175149,11,9,0,14,1,2,0,0,0,38,39,0,1
21460,49,2,349633,12,14,2,10,5,4,0,0,0,50,39,1,3
21461,36,4,135293,9,13,0,10,4,4,0,1506,0,45,0,0,1
21462,18,4,242893,1,7,4,3,3,4,1,0,0,35,39,0,4
21463,25,4,218667,4,3,2,6,3,4,1,0,0,40,39,0,4
21464,43,7,144811,14,15,0,10,1,4,1,0,0,50,39,0,1
21465,38,4,146091,10,16,2,4,5,4,0,99999,0,36,39,1,1
21466,21,4,206861,15,10,4,12,3,4,1,0,0,20,0,0,1
21467,65,6,226215,9,13,2,12,0,4,1,0,0,15,39,0,4
21468,66,4,114447,8,11,6,10,1,4,0,0,0,35,39,0,2
21469,33,4,124187,1,7,4,14,1,2,1,0,0,60,39,0,2
21470,51,4,147954,11,9,2,1,5,2,0,3411,0,38,39,0,1
21471,27,5,64379,11,9,2,3,0,4,1,0,1740,40,39,0,2
21472,17,4,156501,2,8,4,8,3,4,0,0,0,16,39,0,1
21473,32,4,207668,9,13,2,4,0,4,1,15024,0,45,39,1,1
21474,61,0,161279,11,9,6,0,1,4,0,0,0,36,39,0,1
21475,38,4,225707,11,9,2,7,0,4,1,0,0,40,5,1,4
21476,43,2,115603,15,10,0,1,4,4,0,0,0,40,39,0,2
21477,40,7,506329,10,16,2,10,0,1,1,0,0,40,36,1,0
21478,63,4,275034,9,13,2,12,0,4,1,0,1740,35,39,0,4
21479,76,0,172637,15,10,2,0,0,4,1,0,0,20,39,1,1
21480,42,4,56483,7,12,0,1,4,4,0,0,0,40,39,0,2
21481,43,1,144778,9,13,4,4,1,4,1,0,0,40,39,1,1
21482,76,6,33213,12,14,2,10,0,4,1,0,0,30,0,1,2
21483,41,2,297248,14,15,2,10,0,4,1,0,2415,45,39,1,4
21484,17,4,137042,0,6,4,10,3,4,1,0,0,20,39,0,1
21485,30,6,33308,11,9,4,3,1,4,1,0,0,40,39,0,2
21486,30,4,158420,9,13,4,10,1,4,1,0,0,50,20,0,1
21487,22,4,41763,15,10,4,8,1,4,1,0,0,25,39,0,2
21488,53,0,220640,9,13,0,0,2,3,0,0,0,20,39,0,4
21489,28,4,149734,11,9,4,8,4,2,0,0,0,52,39,0,1
21490,25,0,262245,8,11,4,0,3,4,0,3418,0,40,39,0,4
21491,24,4,349691,15,10,4,12,2,2,0,0,0,40,39,0,3
21492,47,4,185385,0,6,2,7,0,4,1,0,0,40,39,1,1
21493,34,6,174463,8,11,4,5,1,4,1,0,0,50,39,0,1
21494,26,4,236068,15,10,4,12,2,4,0,0,0,20,39,0,4
21495,63,0,445168,9,13,6,0,1,0,0,0,0,56,39,0,3
21496,25,4,91334,8,11,2,4,0,4,1,0,0,75,39,0,2
21497,28,4,33895,9,13,4,12,1,4,1,0,0,45,39,0,2
21498,36,4,214816,11,9,4,3,1,4,0,0,0,40,39,0,4
21499,24,4,229773,9,13,4,4,1,4,1,0,0,40,39,0,4
21500,51,5,166386,9,13,2,4,5,1,0,0,0,35,36,0,1
21501,44,4,266135,9,13,2,10,0,4,1,0,0,50,39,1,4
21502,18,4,300379,2,8,4,1,3,4,1,0,0,12,39,0,4
21503,54,1,392502,15,10,2,10,0,4,1,0,0,40,39,1,3
21504,61,4,73809,15,10,0,1,1,4,0,0,0,40,39,0,2
21505,51,4,193720,9,13,2,4,0,4,1,0,0,45,39,1,1
21506,43,4,316183,5,4,2,7,0,4,1,0,0,40,39,0,3
21507,51,4,162944,11,9,2,3,0,4,1,0,0,40,39,0,1
21508,50,2,186888,11,9,2,4,5,2,0,0,0,40,39,1,1
21509,27,0,330132,11,9,4,0,1,4,0,0,0,25,39,0,3
21510,24,4,192017,15,10,2,6,0,4,1,0,0,30,39,0,1
21511,20,7,161978,15,10,2,8,0,4,1,0,0,20,39,0,1
21512,52,4,202930,9,13,0,4,1,4,1,0,0,40,39,1,1
21513,57,2,323309,5,4,0,8,1,4,1,0,0,40,39,0,3
21514,49,5,197332,15,10,2,12,0,4,1,0,0,60,39,0,1
21515,42,5,204033,9,13,2,1,5,4,0,0,0,35,0,0,1
21516,22,4,271274,1,7,4,12,1,4,0,0,0,40,39,0,4
21517,38,4,174242,15,10,2,13,0,4,1,0,0,40,39,1,1
21518,21,4,209483,15,10,4,12,3,4,0,0,0,20,39,0,1
21519,39,1,99146,9,13,2,11,0,4,1,0,1887,60,39,1,2
21520,52,6,102346,15,10,4,10,3,4,0,0,0,35,39,0,2
21521,25,4,181666,7,12,4,13,3,4,0,0,0,40,39,0,1
21522,50,4,207367,15,10,3,8,1,4,0,0,0,40,5,0,1
21523,35,7,82622,15,10,2,4,0,4,1,0,0,80,39,0,2
21524,50,4,202296,8,11,5,10,4,4,0,0,0,40,39,0,1
21525,58,4,142182,11,9,2,3,0,4,1,0,0,25,39,0,1
21526,48,1,94342,9,13,0,4,1,4,1,0,0,45,39,0,2
21527,30,4,41493,15,10,0,1,1,4,0,0,0,35,2,0,2
21528,18,4,181712,1,7,4,6,3,4,1,0,0,12,39,0,1
21529,29,6,164607,11,9,2,3,0,4,1,0,0,40,39,0,1
21530,52,6,41496,15,10,2,12,0,4,1,0,0,45,39,0,2
21531,63,4,143098,11,9,2,12,0,4,1,4064,0,40,39,0,1
21532,36,2,196529,12,14,2,10,5,4,0,0,0,40,39,1,1
21533,24,4,157332,15,10,4,7,3,4,0,0,0,42,39,0,1
21534,30,2,154935,7,12,4,11,1,2,1,0,0,40,39,0,1
21535,23,4,223231,11,9,2,7,0,3,1,0,0,40,26,0,4
21536,35,0,253860,11,9,0,0,4,4,0,0,0,20,39,0,4
21537,21,4,362589,9,13,4,8,3,4,0,0,0,20,39,0,3
21538,28,4,94880,15,10,4,3,1,4,1,0,0,43,26,0,2
21539,20,4,309580,11,9,4,1,3,4,1,0,0,40,39,0,4
21540,18,4,130389,1,7,4,8,3,4,1,0,0,20,34,0,1
21541,21,4,349365,15,10,4,1,3,4,0,0,0,15,39,0,3
21542,27,4,376936,11,9,4,3,1,4,1,0,0,40,39,0,3
21543,42,4,179557,15,10,0,13,1,4,0,0,0,40,39,0,1
21544,21,4,105577,15,10,4,8,3,4,0,0,0,30,39,0,2
21545,51,4,224207,15,10,2,12,0,4,1,0,0,40,39,1,4
21546,27,1,47907,9,13,4,1,1,4,0,0,0,40,39,0,2
21547,23,6,191283,11,9,4,14,3,4,1,0,0,40,39,0,1
21548,57,4,20953,15,10,2,12,0,4,1,0,1902,40,39,1,2
21549,22,7,186569,9,13,4,10,3,4,0,0,0,12,39,0,1
21550,59,4,43221,6,5,2,14,0,4,1,0,0,60,39,1,2
21551,38,4,161141,11,9,0,14,1,4,1,0,0,40,39,0,1
21552,20,4,203003,11,9,4,14,2,4,1,0,0,40,39,0,1
21553,90,4,141758,6,5,4,1,1,4,0,0,0,40,39,0,1
21554,35,4,113322,8,11,2,12,0,4,1,0,0,40,39,0,2
21555,50,4,343847,11,9,2,11,0,4,1,0,0,38,39,1,3
21556,45,4,214068,10,16,2,10,0,4,1,0,0,50,39,1,1
21557,44,4,116632,12,14,2,4,0,4,1,0,0,50,39,1,2
21558,23,4,240160,7,12,4,10,3,4,1,0,0,40,39,0,4
21559,34,4,516337,1,7,2,6,0,4,1,0,0,40,26,0,0
21560,23,5,284651,9,13,0,12,1,4,0,0,0,43,39,0,4
21561,39,7,141420,15,10,2,11,0,4,1,0,0,40,39,0,1
21562,19,4,42750,15,10,4,6,1,4,1,0,0,55,39,0,2
21563,54,4,165278,15,10,2,4,0,4,1,0,0,40,39,1,1
21564,40,4,167265,12,14,0,10,1,4,1,0,0,43,39,0,1
21565,44,4,139907,15,10,4,12,3,4,1,0,0,50,39,0,1
21566,31,5,236415,15,10,2,1,5,4,0,0,0,20,39,1,4
21567,25,4,312966,6,5,5,6,2,4,1,0,0,40,8,0,3
21568,33,4,118941,9,13,2,4,5,4,0,0,0,32,39,1,2
21569,32,4,198068,11,9,4,14,1,4,1,0,0,60,39,0,1
21570,36,4,373952,0,6,2,7,0,4,1,0,0,40,39,0,3
21571,47,6,236111,15,10,2,10,0,3,1,0,0,55,39,1,4
21572,80,4,157778,12,14,6,10,1,4,0,0,0,10,39,0,1
21573,21,4,143604,15,10,4,12,3,4,0,0,0,8,39,0,1
21574,35,6,319831,15,10,2,5,0,4,1,0,0,60,39,0,3
21575,77,0,132728,12,14,0,0,1,4,1,0,0,45,39,0,1
21576,30,4,137606,11,9,2,14,0,4,1,5013,0,40,39,0,1
21577,35,0,61343,11,9,2,0,0,4,1,0,0,40,39,0,2
21578,49,4,268234,5,4,2,6,0,4,1,0,0,40,39,0,4
21579,33,4,100135,11,9,2,1,5,4,0,0,1740,25,39,0,2
21580,53,6,34973,15,10,2,5,0,4,1,0,0,45,39,0,2
21581,41,4,323790,11,9,0,6,4,4,1,0,0,55,39,0,3
21582,57,4,319733,9,13,2,7,0,4,1,0,0,40,31,1,3
21583,21,0,180339,15,10,4,0,3,4,0,0,0,25,39,0,1
21584,19,4,125591,15,10,4,8,3,4,0,0,0,40,39,0,2
21585,28,4,60772,9,13,4,4,3,4,0,0,0,45,39,0,2
21586,42,1,74680,12,14,0,1,1,4,1,0,2001,60,39,0,2
21587,29,6,141185,15,10,2,5,0,4,1,0,0,55,39,0,1
21588,38,0,204668,8,11,5,0,4,4,0,0,0,25,39,0,1
21589,26,4,273792,15,10,4,8,3,4,1,0,0,20,39,0,4
21590,41,4,70037,15,10,4,3,4,4,1,0,3004,60,0,1,2
21591,40,4,343068,15,10,0,4,1,4,0,0,0,40,39,0,3
21592,36,6,177907,10,16,4,10,1,4,1,0,0,40,39,1,1
21593,28,4,144063,11,9,2,4,0,4,1,0,0,40,39,0,1
21594,25,6,257574,9,13,4,1,1,2,0,0,0,20,39,0,4
21595,42,6,67065,11,9,2,5,0,4,1,0,0,60,39,0,2
21596,32,4,183356,11,9,4,3,3,4,1,0,0,40,39,0,1
21597,32,4,152940,7,12,4,1,3,4,1,0,0,30,39,0,1
21598,37,4,227128,4,3,2,3,0,4,1,0,0,40,39,0,4
21599,39,2,45607,11,9,2,11,0,4,1,0,0,56,39,0,2
21600,49,4,155489,9,13,2,3,0,4,1,0,0,40,39,0,1
